player_id,player_name,position,team_last,seasons_played,last_season,first_season,n_teams,games,attempts,completions,pass_yards,pass_tds,interceptions,sacks_suffered,pass_air_yards,pass_yac,pass_epa,carries,rush_yards,rush_tds,rush_epa,ppr,times_blitzed,times_hurried,times_hit,times_pressured,bad_throws,throwaways,batted_balls,rpo_plays,pa_pass_att,pfr_scrambles,pfr_pass_attempts,dropbacks,qb_epa_total,cpoe_sum,cpoe_n,sacks,scrambles,pbp_air_yards,pbp_air_yards_n,qb_hits,espn_pts_added,qb_plays,epa_total,pbp_carries,gl5_carries,third_down_carries,rush_epa_total,ypa,adot,td_int,cpoe,pressure_rate_pbp,designed_rushes,rush_ppr,rush_share_of_ppr,ngs_avg_time_to_throw,ngs_avg_completed_air_yards,ngs_avg_intended_air_yards_pass,ngs_avg_air_yards_differential,ngs_aggressiveness,ngs_avg_air_yards_to_sticks,ngs_expected_completion_percentage,ngs_completion_percentage_above_expectation,ngs_avg_air_distance,ngs_passer_rating,pfr_pocket_time,pfr_scramble_ypa,pfr_iay_per_att,pfr_cay_per_comp,cpoe_w,espn_qbr,espn_qbr_raw,ngs_max_air_distance,comp_pct,td_rate,int_rate,epa_per_dropback,sack_rate,scramble_rate,pfr_pressure_pct,pfr_bad_throw_pct,pfr_blitz_rate,pfr_pa_rate,pfr_rpo_rate,rush_epa_per_att,attempts_pg,pass_yards_pg,pass_tds_pg,interceptions_pg,carries_pg,rush_yards_pg,rush_tds_pg,ppr_pg,dropbacks_pg,designed_rushes_pg,rush_ppr_pg,sacks_pg,scrambles_pg,gl5_carries_pg,window_seasons,thin_data
00-0035228,Kyler Murray,QB,ARI,3,2025,2023,1,30,970,658,6612,37,19,64,6569,3492,54.70848993115569,151,989,9,28.759878133179033,521.38,263,74,51,189,126,28,31.0,121.0,44.0,59.0,970,1105,103.39724211437763,423.7913578748703,940,64.0,73.0,6569.0,968,104.0,21.6,1047.0,109.9,59.0,7.0,15.0,11.735632009208345,6.8164948453608245,6.772164948453608,1.9473684210526316,0.45084187007964927,0.1520361990950226,78.0,152.9,0.2932601941002724,2.78577637976155,4.681423801533793,6.9054456281121235,-2.2240218265783303,15.876288659793826,-2.0422098279191703,67.61024304341653,0.22480850297520547,19.925296008813284,91.56786941580758,2.3834020618556697,8.745868945868946,6.593589743589743,4.803319502074689,0.7490509250350088,58.03337453646477,57.225339925834355,56.8817809144545,0.6783505154639176,0.03814432989690722,0.01958762886597938,0.09357216480939153,0.0579185520361991,0.0660633484162896,19.48453608247423,12.989690721649486,0.2711340206185567,0.04536082474226804,0.12474226804123711,0.19890901710522618,32.333333333333336,220.4,1.2333333333333334,0.6333333333333333,5.033333333333333,32.96666666666667,0.3,17.37933333333333,36.833333333333336,2.6,5.096666666666667,2.1333333333333333,2.433333333333333,0.23333333333333334,2023-2025,False
00-0035264,Jarrett Stidham,QB,DEN,1,2023,2023,1,2,66,40,496,2,1,7,565,334,5.053421196005664,9,8,0,-5.14247380942106,26.64,18,3,8,18,12,4,0.0,2.0,15.0,,66,76,3.9213989723374922,-230.12042492628098,62,7.0,3.0,565.0,66,15.0,,,,2.0,0.0,2.0,-1.3895664347801358,7.515151515151516,8.56060606060606,2.0,-3.7116197568754994,0.2894736842105263,6.0,0.8,0.03003003003003003,,,,,,,,,,,2.6,,,,-3.6548413708806002,,,,0.6060606060606061,0.030303030303030304,0.015151515151515152,0.05159735489917753,0.09210526315789473,0.039473684210526314,27.27272727272727,18.181818181818183,0.2727272727272727,0.22727272727272727,0.030303030303030304,-0.6947832173900679,33.0,248.0,1.0,0.5,4.5,4.0,0.0,13.32,38.0,3.0,0.4,3.5,1.5,0.0,2023-2025,True
00-0035282,Easton Stick,QB,LAC,1,2023,2023,1,5,174,111,1129,3,1,14,1204,581,-34.01198611579239,27,144,1,8.03756701856037,67.56,67,6,11,31,32,3,5.0,35.0,25.0,,174,196,-25.622814637235074,-812.5000700354576,169,14.0,9.0,1204.0,173,25.0,,,,18.0,2.0,4.0,1.5602887489367276,6.488505747126437,6.919540229885057,3.0,-4.807692722103299,0.1989795918367347,18.0,20.4,0.30195381882770866,2.8234161849711,4.6890990990991,7.04289940828402,-2.35380030918492,16.0919540229885,-1.8683431952662701,65.6786992696339,-1.885595821358,20.8213549144283,85.632183908046,2.4,,,,-4.906205812777138,,,58.5205895390674,0.6379310344827587,0.017241379310344827,0.005747126436781609,-0.1307286461083422,0.07142857142857142,0.04591836734693878,17.81609195402299,18.39080459770115,0.3850574712643678,0.14367816091954022,0.20114942528735633,0.08668270827426265,34.8,225.8,0.6,0.2,5.4,28.8,0.2,13.512,39.2,3.6,4.08,2.8,1.8,0.4,2023-2025,True
00-0035289,Gardner Minshew,QB,KC,3,2025,2023,3,30,809,514,5355,24,20,63,5494,2696,-59.018162363389834,59,160,3,-10.91137261348194,292.2,281,58,58,179,111,49,28.0,136.0,61.0,12.0,809,902,-49.054437015899,-1603.4446895122528,757,63.0,33.0,5495.0,806,121.0,-4.699999999999999,958.0,77.9,4.0,2.0,1.0,-5.253259377728682,6.619283065512979,6.791100123609394,1.2,-2.118156789316054,0.2039911308203991,26.0,34.0,0.11635865845311431,2.7233660007960583,5.111479453716941,6.940876575122962,-1.8293971214060292,16.331658291457277,-1.80467800680208,64.18331413585747,-0.3642186584705383,19.513846617871476,83.20770519262983,2.319530284301607,5.601880877742946,5.906269592476488,4.399521531100478,-3.461240743985953,50.14321608040201,48.58165829145729,51.9885997118599,0.6353522867737948,0.029666254635352288,0.024721878862793572,-0.05438407651430044,0.06984478935698447,0.036585365853658534,22.126081582200246,13.720642768850432,0.3473423980222497,0.0754017305315204,0.1681087762669963,-1.3133148444321705,26.966666666666665,178.5,0.8,0.6666666666666666,1.9666666666666666,5.333333333333333,0.1,9.74,30.066666666666666,0.8666666666666667,1.1333333333333333,2.1,1.1,0.06666666666666667,2023-2025,False
00-0035704,Drew Lock,QB,SEA,3,2025,2023,2,14,260,157,1629,9,8,18,1733,932,-44.16289241095449,29,142,2,10.897564054990651,109.36,45,25,25,68,45,5,12.0,22.0,15.0,10.0,260,290,-26.71769386097837,-1478.7490457296371,251,18.0,13.0,1733.0,259,43.0,,,,3.0,0.0,2.0,-2.1411331053823233,6.265384615384615,6.665384615384616,1.125,-5.891430461074251,0.2103448275862069,16.0,26.200000000000003,0.23957571324067303,2.84362222222222,4.19448598130841,7.0648275862069,-2.87034160489849,17.1270718232044,-2.32022988505747,61.9768508287293,-2.86082872928176,20.8463137905683,75.5409760589319,2.3730769230769226,13.4,6.225,4.211926605504587,-6.491112241196308,,,53.1764318095902,0.6038461538461538,0.03461538461538462,0.03076923076923077,-0.09212997883095989,0.06206896551724138,0.04482758620689655,26.153846153846157,17.307692307692307,0.17307692307692307,0.057692307692307696,0.08461538461538462,-0.713711035127441,18.571428571428573,116.35714285714286,0.6428571428571429,0.5714285714285714,2.0714285714285716,10.142857142857142,0.14285714285714285,7.811428571428571,20.714285714285715,1.1428571428571428,1.8714285714285717,1.2857142857142858,0.9285714285714286,0.0,2023-2025,False
00-0035710,Daniel Jones,QB,IND,3,2025,2023,2,29,885,585,6080,29,21,81,6678,2735,-34.26330155194211,152,635,8,29.99015453874206,418.70000000000005,263,62,102,245,106,34,20.0,124.0,30.0,37.0,885,1017,0.5443827900172948,1361.5311667323112,843,81.0,57.0,6679.0,879,176.0,9.100000000000001,930.0,92.1,76.0,8.0,21.0,20.912550970737357,6.870056497175141,7.545762711864406,1.380952380952381,1.6151022143918283,0.2527040314650934,95.0,111.5,0.2663004537855266,2.709453213041497,5.4777036568031106,7.600507792928265,-2.122804136125151,15.02824858757063,-1.3638306639089246,65.03540388348955,1.0662910317647163,20.812755880357535,86.82909604519794,2.3385310734463274,6.0826206896551716,7.623724137931036,6.020754716981132,1.3516509047827756,54.251586206896555,53.704551724137936,63.512519238336,0.6610169491525424,0.0327683615819209,0.023728813559322035,0.0005352829793680382,0.07964601769911504,0.05604719764011799,27.683615819209038,11.977401129943503,0.29717514124293787,0.03389830508474576,0.1401129943502825,0.27516514435180733,30.517241379310345,209.6551724137931,1.0,0.7241379310344828,5.241379310344827,21.896551724137932,0.27586206896551724,14.43793103448276,35.06896551724138,3.2758620689655173,3.8448275862068964,2.793103448275862,1.9655172413793103,0.27586206896551724,2023-2025,False
00-0035993,Tyler Huntley,QB,BAL,3,2025,2023,2,15,237,159,1458,8,3,27,1714,578,-10.282098558941902,65,341,2,5.306814101943169,126.42,51,10,28,65,34,9,4.0,34.0,2.0,22.0,237,291,7.564725768488481,977.7814865112305,224,27.0,29.0,1714.0,235,55.0,11.9,157.0,22.799999999999997,23.0,1.0,7.0,8.279138849884625,6.151898734177215,7.232067510548523,2.6666666666666665,4.365095921925136,0.281786941580756,36.0,46.1,0.3646574909033381,,,,,,,,,,,2.3219409282700423,8.874,7.2974999999999985,5.424637681159419,6.303433485196552,72.22596153846153,72.30480769230768,,0.6708860759493671,0.03375527426160337,0.012658227848101266,0.025995621197554917,0.09278350515463918,0.09965635738831616,27.42616033755274,14.345991561181433,0.21518987341772153,0.008438818565400843,0.14345991561181434,0.35996255869063587,15.8,97.2,0.5333333333333333,0.2,4.333333333333333,22.733333333333334,0.13333333333333333,8.428,19.4,2.4,3.0733333333333333,1.8,1.9333333333333333,0.06666666666666667,2023-2025,False
00-0036212,Tua Tagovailoa,QB,MIA,3,2025,2023,1,42,1343,939,10151,68,36,80,9167,5279,221.902564600763,72,166,0,-46.12630585913145,612.64,265,113,53,246,182,32,20.0,226.0,126.0,18.0,1343,1451,227.28254543640426,4655.772416293621,1300,80.0,34.0,9167.0,1337,131.0,12.8,1585.0,146.5,2.0,0.0,0.0,-3.5278690931154415,7.558451228592703,6.825763216679077,1.8888888888888888,3.581363397148939,0.14541695382494832,38.0,16.6,0.02709584747975973,2.462324841175263,5.000433979343653,6.817434246970655,-1.817000267627002,12.732688011913645,-1.8846787819326223,68.88636830363225,1.0317255161741425,19.891751895750584,97.550570861256,2.1571854058078928,6.08927203065134,6.190421455938698,4.430308529945553,3.6944575692802655,53.03864482501861,53.008860759493665,57.8946716028341,0.699180938198064,0.05063291139240506,0.02680565897244974,0.15663855646892091,0.05513439007580979,0.02343211578221916,18.317200297840657,13.55174981384959,0.19731943410275501,0.09381980640357408,0.16827997021593447,-1.7639345465577208,31.976190476190474,241.6904761904762,1.619047619047619,0.8571428571428571,1.7142857142857142,3.9523809523809526,0.0,14.586666666666666,34.54761904761905,0.9047619047619048,0.3952380952380953,1.9047619047619047,0.8095238095238095,0.0,2023-2025,False
00-0036264,Jordan Love,QB,GB,3,2025,2023,1,47,1443,931,10929,80,28,65,12525,5083,260.77339180127706,122,529,5,11.10656281992345,788.0600000000001,492,121,140,326,233,58,20.0,168.0,113.0,36.0,1443,1563,283.2413007182067,3297.432142496109,1379,65.0,60.0,12512.0,1438,205.0,82.9,1731.0,226.7,24.0,4.0,8.0,15.079299880977487,7.573804573804574,8.67983367983368,2.857142857142857,2.3911763179812247,0.1727447216890595,62.0,82.9,0.10519503591097125,2.8397786569782237,6.13022803821191,8.723530226116589,-2.593302187904676,16.632016632016626,0.01636209437052574,64.27884419046464,0.23952032789991082,22.965985286321246,97.80116655116642,2.44012474012474,7.354050925925925,8.7,6.4479427549195,2.138775385886799,66.56181566181567,66.14227304227305,63.8121500969839,0.6451836451836452,0.05544005544005544,0.019404019404019403,0.18121644319782895,0.04158669225847729,0.03838771593090211,22.59182259182259,16.146916146916148,0.340956340956341,0.07830907830907831,0.11642411642411643,0.6283041617073953,30.70212765957447,232.53191489361703,1.702127659574468,0.5957446808510638,2.595744680851064,11.25531914893617,0.10638297872340426,16.76723404255319,33.255319148936174,1.3191489361702127,1.7638297872340427,1.3829787234042554,1.2765957446808511,0.0851063829787234,2023-2025,False
00-0036355,Justin Herbert,QB,LAC,3,2025,2023,1,46,1472,969,10731,69,23,124,11836,4913,116.15230789056655,204,1032,7,25.44709092462297,806.4399999999999,472,111,178,413,213,42,31.0,183.0,80.0,79.0,1472,1704,169.15288220270494,1583.799371123314,1422,124.0,111.0,11837.0,1469,305.0,72.1,1892.0,237.89999999999998,47.0,8.0,26.0,9.549787018862933,7.290081521739131,8.040760869565217,3.0,1.1137829614088002,0.2517605633802817,93.0,145.2,0.1800505927285353,2.872295935303307,5.902855286156637,8.184318161273014,-2.2814628751163726,16.032608695652193,-0.6985355116731683,63.71139396923423,2.1174103785918703,21.43762947918289,96.43059329710134,2.4342391304347823,9.496062992125983,8.196850393700787,6.347023809523809,0.8373573660327898,62.060869565217395,63.2125,58.570315006836,0.6582880434782609,0.046875,0.015625,0.09926812335839492,0.07276995305164319,0.06514084507042253,28.0570652173913,14.470108695652172,0.32065217391304346,0.05434782608695652,0.12432065217391304,0.2031869578481475,32.0,233.2826086956522,1.5,0.5,4.434782608695652,22.434782608695652,0.15217391304347827,17.531304347826087,37.04347826086956,2.0217391304347827,3.1565217391304343,2.6956521739130435,2.4130434782608696,0.17391304347826086,2023-2025,False
00-0036389,Jalen Hurts,QB,PHI,3,2025,2023,1,48,1353,894,9985,66,26,106,11524,4337,137.1148322418221,412,1656,37,78.71401519714166,973.0,473,136,77,319,189,82,30.0,294.0,81.0,79.0,1353,1583,211.12954191225904,5765.753190219402,1261,106.0,127.0,11525.0,1350,168.0,58.4,1955.0,229.7,237.0,42.0,76.0,49.55782146299403,7.37989652623799,8.517368810051737,2.5384615384615383,4.572365733718796,0.17308907138344914,285.0,387.6,0.3983556012332991,3.0398703530011972,6.314407963915782,8.630546420817868,-2.316138456902091,16.260162601626007,-0.2193571939087335,61.71404321303522,4.361344813572329,22.470878868520238,96.14898989898991,2.5931263858093128,7.8959509202454,8.46846625766871,6.471217712177122,4.46904546246811,59.09615668883962,60.220694752402075,62.0444429421363,0.6607538802660754,0.04878048780487805,0.019216555801921657,0.13337305237666397,0.06696146557169931,0.08022741629816804,23.577235772357724,13.968957871396896,0.34959349593495936,0.0598669623059867,0.21729490022172948,0.2091047319113672,28.1875,208.02083333333334,1.375,0.5416666666666666,8.583333333333334,34.5,0.7708333333333334,20.270833333333332,32.979166666666664,5.9375,8.075000000000001,2.2083333333333335,2.6458333333333335,0.875,2023-2025,False
00-0036442,Joe Burrow,QB,CIN,3,2025,2023,1,35,1276,877,9036,75,20,89,8829,4255,157.82908582602545,87,330,2,16.1057713853079,654.4399999999999,303,68,134,291,153,42,25.0,186.0,35.0,32.0,1276,1407,180.2624257393914,5849.415980279446,1227,89.0,44.0,8829.0,1273,231.0,62.699999999999996,1537.0,198.6,17.0,4.0,5.0,7.676994716370245,7.081504702194358,6.919278996865204,3.75,4.76725018767681,0.22743425728500355,43.0,45.0,0.06876107817370578,2.680094175452836,5.46672320035388,7.201823878816976,-1.7351006784630953,14.655172413793084,-1.0074860101036451,65.64252700068525,3.0878805228257327,20.43473935189715,101.92659352142081,2.220297805642633,7.736333699231614,7.128430296377607,5.845339652448657,4.730097790119735,64.38887147335423,63.55431034482759,58.1151563707782,0.6873040752351097,0.05877742946708464,0.01567398119122257,0.12811828410759873,0.06325515280739161,0.03127221037668799,22.80564263322884,11.990595611285267,0.23746081504702193,0.0274294670846395,0.14576802507836992,0.4515879244923674,36.457142857142856,258.1714285714286,2.142857142857143,0.5714285714285714,2.4857142857142858,9.428571428571429,0.05714285714285714,18.698285714285714,40.2,1.2285714285714286,1.2857142857142858,2.5428571428571427,1.2571428571428571,0.11428571428571428,2023-2025,False
00-0036679,Shane Buechele,QB,KC,1,2025,2025,1,1,14,7,88,0,0,5,138,28,-6.8254729354437,1,4,0,-0.834705842891708,3.92,2,0,3,8,4,1,2.0,3.0,,1.0,14,20,-7.660178778335405,-218.03467869758606,13,5.0,1.0,138.0,14,8.0,,,,,,,,6.285714285714286,9.857142857142858,,-16.771898361352775,0.65,0.0,0.4,0.10204081632653061,,,,,,,,,,,2.4,4.0,9.9,8.6,-16.7718983613528,,,,0.5,0.0,0.0,-0.38300893891677024,0.25,0.05,57.14285714285714,28.57142857142857,0.14285714285714285,,0.21428571428571427,,14.0,88.0,0.0,0.0,1.0,4.0,0.0,3.92,20.0,0.0,0.4,5.0,1.0,,2023-2025,True
00-0036898,Davis Mills,QB,HOU,3,2025,2023,1,15,234,129,1300,7,1,12,1896,415,-26.962488809515996,18,80,1,-1.4116499719237932,96.0,76,12,15,39,47,7,5.0,9.0,3.0,9.0,234,255,-21.27669572981848,-2169.9140936136246,226,12.0,9.0,1896.0,234,26.0,1.4,44.0,3.8,4.0,1.0,0.0,1.6882681266288273,5.555555555555555,8.102564102564102,7.0,-9.60138979475055,0.14901960784313725,9.0,14.0,0.14583333333333334,2.56071698113208,7.217032967032969,8.71842105263158,-1.50138808559861,20.7547169811321,-0.0710526315789475,60.09767295597491,-2.86496855345914,21.5518231094448,81.6168763102725,2.2025641025641023,8.103076923076923,7.749230769230769,7.081981981981982,-11.56057875865117,64.8,60.79999999999999,59.9960815387139,0.5512820512820513,0.029914529914529916,0.004273504273504274,-0.0834380224698764,0.047058823529411764,0.03529411764705882,16.666666666666664,20.085470085470085,0.3247863247863248,0.01282051282051282,0.038461538461538464,0.4220670316572068,15.6,86.66666666666667,0.4666666666666667,0.06666666666666667,1.2,5.333333333333333,0.06666666666666667,6.4,17.0,0.6,0.9333333333333333,0.8,0.6,0.06666666666666667,2023-2025,False
00-0036928,Kyle Trask,QB,TB,2,2024,2023,1,5,2,1,5,0,0,0,0,8,-1.582491933882852,6,-5,0,-8.34272978530498,-0.30000000000000004,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,-1.5824919338828565,-34.11653935909271,2,0.0,0.0,0.0,2,0.0,0.2,1.0,0.3,,,,,2.5,0.0,,-17.058269679546356,0.0,6.0,-0.5,1.6666666666666665,,,,,,,,,,,1.65,,-3.0,-3.0,-17.0582696795464,88.0,90.5,,0.5,0.0,0.0,-0.7912459669414282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4,1.0,0.0,0.0,1.2,-1.0,0.0,-0.06000000000000001,0.4,1.2,-0.1,0.0,0.0,,2023-2025,True
00-0036945,Justin Fields,QB,NYJ,3,2025,2023,3,32,735,461,4927,28,11,87,5591,2330,-53.049229264928584,257,1329,13,37.0121916944153,491.97999999999996,250,69,77,233,107,41,23.0,91.0,73.0,46.0,735,909,-3.5904320888630235,269.233600795269,685,87.0,90.0,5592.0,732,166.0,-2.3,567.0,43.6,145.0,8.0,39.0,13.800520211518466,6.703401360544218,7.606802721088435,2.5454545454545454,0.3930417529857942,0.27832783278327833,167.0,210.9,0.4286759624374975,3.1040557392065726,5.487037602300918,7.8614013737707085,-2.3743637714697896,13.333333333333353,-1.4282335813146037,62.90922221617067,-0.18813378079651003,21.630419773950216,88.74433106575965,2.6787755102040816,7.585479452054794,7.196986301369863,5.390598290598291,-2.2499729478558805,46.1,48.6,59.3788986088493,0.6272108843537415,0.0380952380952381,0.014965986394557823,-0.003949870284777803,0.09570957095709572,0.09900990099009901,31.700680272108844,14.557823129251702,0.3401360544217687,0.09931972789115646,0.12380952380952381,0.09517600145874804,22.96875,153.96875,0.875,0.34375,8.03125,41.53125,0.40625,15.374374999999999,28.40625,5.21875,6.590625,2.71875,2.8125,0.25,2023-2025,False
00-0036971,Trevor Lawrence,QB,JAX,3,2025,2023,1,43,1408,883,10068,61,33,94,12147,4243,44.45960791328412,178,817,16,35.59178331915581,745.9200000000001,387,111,99,304,229,35,40.0,143.0,85.0,55.0,1408,1595,85.01129498871366,-788.4952515363693,1368,94.0,97.0,12148.0,1404,195.0,26.5,1804.0,177.6,55.0,15.0,19.0,11.223103179305326,7.150568181818182,8.627130681818182,1.8484848484848484,-0.5763854177897436,0.1811912225705329,81.0,177.7,0.23822930072930068,2.6886173889648264,6.457925209518294,8.731493507142234,-2.273568297623937,14.488636363636376,-0.08172988930626585,64.68686491638104,-1.9737967345628074,22.283214120409475,88.81392045454545,2.3198863636363636,7.635545023696682,8.901895734597158,7.0,-0.35726896974514816,56.975,55.13181818181818,59.1521986066452,0.6271306818181818,0.04332386363636364,0.0234375,0.05329861754778286,0.05893416927899686,0.060815047021943576,21.59090909090909,16.264204545454543,0.27485795454545453,0.060369318181818184,0.1015625,0.20405642144191502,32.74418604651163,234.13953488372093,1.4186046511627908,0.7674418604651163,4.1395348837209305,19.0,0.37209302325581395,17.346976744186048,37.093023255813954,1.8837209302325582,4.132558139534884,2.186046511627907,2.255813953488372,0.3488372093023256,2023-2025,False
00-0036972,Mac Jones,QB,SF,3,2025,2023,3,32,896,596,5943,31,26,52,6462,3076,-13.31495020556222,90,248,1,-9.938609783289458,332.52,206,54,67,173,138,26,19.0,77.0,51.0,22.0,896,979,-2.4926238048394964,-80.9313029050827,867,52.0,34.0,6462.0,893,125.0,-2.5,757.0,64.2,31.0,2.0,19.0,8.526960879009183,6.6328125,7.212053571428571,1.1923076923076923,-0.09334637013273668,0.1807967313585291,56.0,30.8,0.092626007458198,2.616803548014488,4.632656360643094,7.070722558637982,-2.438066197994889,16.51785714285717,-1.900656006935599,66.21189869521984,0.30595844763730035,20.782826505123353,84.5935639880952,2.2937499999999997,6.4245009074410175,7.2049001814882025,5.256451612903226,0.18650557174988322,48.36940063091483,48.86798107255521,62.2635559537038,0.6651785714285714,0.03459821428571429,0.029017857142857144,-0.0025460917311945826,0.05311542390194075,0.03472931562819203,19.308035714285715,15.401785714285715,0.22991071428571427,0.056919642857142856,0.0859375,0.27506325416158656,28.0,185.71875,0.96875,0.8125,2.8125,7.75,0.03125,10.39125,30.59375,1.75,0.9625,1.625,1.0625,0.0625,2023-2025,False
00-0037012,Trey Lance,QB,LAC,2,2025,2024,2,8,98,52,492,0,2,10,803,254,-47.831028920794566,28,126,0,-0.8630266402033191,26.28,28,11,4,25,18,4,4.0,18.0,,9.0,98,113,-40.074579111671255,-763.4106546640396,90,10.0,9.0,803.0,94,13.0,,,,17.0,1.0,6.0,-5.432218842266593,5.020408163265306,8.193877551020408,0.0,-8.482340607378218,0.20353982300884957,19.0,12.600000000000001,0.4794520547945206,,,,,,,,,,,2.183673469387755,8.106122448979592,7.3887755102040815,4.596153846153846,3.3934734082853537,,,,0.5306122448979592,0.0,0.02040816326530612,-0.3546422930236394,0.08849557522123894,0.07964601769911504,25.510204081632654,18.367346938775512,0.2857142857142857,,0.1836734693877551,-0.3195422848392114,12.25,61.5,0.0,0.25,3.5,15.75,0.0,3.285,14.125,2.375,1.5750000000000002,1.25,1.125,0.125,2023-2025,False
00-0037013,Zach Wilson,QB,MIA,2,2025,2023,2,16,379,227,2303,8,7,46,2733,1136,-107.81549601701212,39,212,0,-17.096028500714844,121.32,117,47,43,136,57,21,9.0,18.0,74.0,1.0,379,448,-110.74334028086069,-1146.3520735502243,353,46.0,26.0,2733.0,376,86.0,-25.9,474.0,15.8,3.0,0.0,2.0,-1.753462036140263,6.076517150395778,7.211081794195251,1.1428571428571428,-3.247456299009134,0.29464285714285715,13.0,21.200000000000003,0.1747444774151006,2.90549863013699,5.04954751131222,7.48904069767442,-2.4394931863622,18.75,-1.9440988372093,61.6034946520813,-1.54914682599433,20.9463914685276,77.1625905797102,2.4854881266490767,3.0,4.5,1.5,-4.681126374559953,30.6,31.6,63.7195260497126,0.5989445910290238,0.021108179419525065,0.018469656992084433,-0.24719495598406405,0.10267857142857142,0.05803571428571429,35.88390501319261,15.03957783641161,0.3087071240105541,0.19525065963060687,0.047493403693931395,-0.5844873453800877,23.6875,143.9375,0.5,0.4375,2.4375,13.25,0.0,7.5825,28.0,0.8125,1.3250000000000002,2.875,1.625,0.0,2023-2025,False
00-0037077,Sam Howell,QB,SEA,2,2024,2023,2,18,626,393,3970,21,22,69,4671,2026,-119.12809593899023,49,265,5,23.97676074182722,256.70000000000005,182,41,58,168,93,32,21.0,82.0,67.0,1.0,626,728,-94.8209862293125,-711.7331922054291,592,69.0,33.0,4671.0,626,127.0,-14.3,765.0,49.7,12.0,2.0,6.0,-1.4893489678504772,6.34185303514377,7.461661341853035,0.9545454545454546,-1.2022520138605222,0.2692307692307692,16.0,56.5,0.22010128554733147,2.81699509803922,4.87463917525773,7.36731833910035,-2.49267916384262,15.0326797385621,-1.28493079584775,63.2305560670063,0.16813674345125,20.314760829401,78.921568627451,2.4,2.0,5.9,3.4,-3.314798995054053,42.4,43.4,54.7764338014077,0.6277955271565495,0.03354632587859425,0.03514376996805112,-0.13024860745784683,0.09478021978021978,0.04532967032967033,26.837060702875398,14.856230031948881,0.29073482428115016,0.10702875399361023,0.13099041533546327,-0.12411241398753976,34.77777777777778,220.55555555555554,1.1666666666666667,1.2222222222222223,2.7222222222222223,14.722222222222221,0.2777777777777778,14.261111111111113,40.44444444444444,0.8888888888888888,3.138888888888889,3.8333333333333335,1.8333333333333333,0.1111111111111111,2023-2025,False
00-0037324,Chris Oladokun,QB,KC,1,2025,2025,1,3,55,35,235,1,0,8,277,156,-30.12312913239703,5,18,0,-5.569238652853523,11.2,13,2,7,17,7,2,4.0,7.0,,4.0,55,66,-30.72680859854567,-202.8678297996521,52,8.0,4.0,277.0,54,14.0,,,,1.0,0.0,1.0,-4.800101317814551,4.2727272727272725,5.036363636363636,,-3.9013044192240787,0.3333333333333333,1.0,1.8,0.16071428571428573,,,,,,,,,,,2.3,4.5,5.2,2.3,-3.9373996435037633,,,,0.6363636363636364,0.01818181818181818,0.0,-0.4655577060385708,0.12121212121212122,0.06060606060606061,30.909090909090907,12.727272727272727,0.23636363636363636,,0.12727272727272726,-4.800101317814551,18.333333333333332,78.33333333333333,0.3333333333333333,0.0,1.6666666666666667,6.0,0.0,3.733333333333333,22.0,0.3333333333333333,0.6,2.6666666666666665,1.3333333333333333,0.0,2023-2025,True
00-0037327,Skylar Thompson,QB,MIA,1,2024,2024,1,2,33,21,187,0,0,6,230,85,-15.51102514201312,1,4,0,-2.46101770619862,7.880000000000001,7,2,6,14,6,1,0.0,14.0,,1.0,33,40,-17.972042848211736,71.23678624629974,32,6.0,1.0,230.0,33,12.0,,,,,,,,5.666666666666667,6.96969696969697,,2.226149570196867,0.45,0.0,0.4,0.050761421319796954,,,,,,,,,,,2.3,4.0,7.0,4.9,1.5133561714301003,,,,0.6363636363636364,0.0,0.0,-0.4493010712052934,0.15,0.025,42.42424242424242,18.181818181818183,0.21212121212121213,,0.42424242424242425,,16.5,93.5,0.0,0.0,0.5,2.0,0.0,3.9400000000000004,20.0,0.0,0.2,3.0,0.5,,2023-2025,True
00-0037834,Brock Purdy,QB,SF,3,2025,2023,1,40,1183,805,10311,71,33,70,9698,4527,284.6661713943415,138,614,10,46.84423470942994,739.84,343,87,108,265,165,37,27.0,77.0,93.0,62.0,1183,1324,323.83238649055755,5172.606042027473,1139,70.0,79.0,9700.0,1175,170.0,85.0,1452.0,204.0,35.0,9.0,18.0,27.99838805818581,8.715976331360947,8.197802197802197,2.1515151515151514,4.5413573678906705,0.18126888217522658,59.0,121.4,0.1640895328719723,2.969226700572507,7.17490355983802,8.367327950995593,-1.1924243911575756,15.384615384615376,-0.5052357351596684,64.73486035420409,3.3124769239024277,20.91034030364385,103.48865877712032,2.5855452240067627,6.992151556156968,8.054127198917456,7.122535211267606,4.73966695879144,69.72307692307692,69.54826711749789,57.5408072588489,0.6804733727810651,0.060016906170752324,0.027895181741335588,0.24458639463033047,0.052870090634441085,0.05966767371601209,22.40067624683009,13.947590870667796,0.28994082840236685,0.07861369399830938,0.0650887573964497,0.7999539445195946,29.575,257.775,1.775,0.825,3.45,15.35,0.25,18.496000000000002,33.1,1.475,3.035,1.75,1.975,0.225,2023-2025,False
