rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb,k,exp_pick,board_slot,board_rank
151,Harold Fannin Jr.,CLE,TE,81.5,6,83,-68,76.81,69.67356531621753,81.5,soph,1,,11.65,1.0,10.353369451689588,8.982491813344657,,23.854679408424037,0.7264535439828048,10.708058142943534,,,,10.708058142943534,10.708058142943534,,,,,6.525363011600756,theta_star,10.708058142943534,0.0,10.708058142943534,0.0,10.708058142943534,1.806289430241006,9.786079490785122,0.921978652158412,18.0,0.889,6.025,0.3333333333333333,False,7.025,3.725,top70,0.0,0.921978652158412,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,harold fannin,83.0,77.48275862068965,83
80,Stefon Diggs,WAS,WR,88.1,43,90,10,140.67,119.44739385910852,88.1,vet,11,161.0,14.326596684444326,2.9970717423133237,11.063778356464836,10.782394134943546,43.140579588937385,14.394243214090976,0.5717301724824253,12.461144999009791,32.75564681724846,-0.1377482116623204,12.25418573370898,11.573593918592834,11.573593918592834,,,,,6.164620058544764,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,1.7556508847924128,7.920755406757527,3.143022949707309,54.0,0.778,5.375,0.4814814814814814,True,4.65,4.6875,top70,0.7249999999999996,3.2155229497073083,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,stefon diggs,90.0,78.0,84
81,Jalen Hurts,PHI,QB,74.6,7,76,-5,53.68,51.063132301542794,74.6,vet,6,,20.439,2.9077,17.634423450195044,8.540768288565792,,16.47511841820226,0.6585862260778834,18.591944514317422,,,,18.591944514317422,18.591944514317422,,,,,5.624832354972209,theta_star,18.591944514317422,0.0,18.591944514317422,0.0,18.591944514317422,1.6770259918934185,15.166228061514008,3.4257164528034156,54.0,0.889,12.14,0.1666666666666666,True,14.445,10.6175,top70,-2.3049999999999997,3.1952164528034155,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jalen hurts,76.0,79.0,85
82,Josh Downs,IND,WR,92.4,44,96,14,123.45,100.27302497070912,92.4,vet,3,46.0,10.072576530612244,2.3333333333333335,11.063778356464836,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,10.698657566849796,25.05407255304586,0.032594147442213,10.980675169503934,11.033166325240426,11.033166325240426,,,,,6.810573101316178,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,1.84534185197705,7.920755406757527,3.143022949707309,54.0,0.87,4.9750000000000005,0.5555555555555556,True,4.65,4.6875,top70,0.3250000000000002,3.1755229497073088,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,josh downs,96.0,80.0,86
83,Jordyn Tyson,NO,WR,85.6,40,87,4,98.52,88.557584133917,85.6,rookie,0,0.0,,0.0,11.063778356464836,11.422710913543565,36.420213460414466,inf,1.0,11.063778356464836,22.05338809034908,0.1016580724100675,,11.063778356464836,11.063778356464836,,,,,11.422710913543565,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,2.3898442327423313,7.920755406757527,3.143022949707309,,,,,False,4.65,4.6875,top70,0.0,3.143022949707309,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jordyn tyson,87.0,81.0,87
164,Sam LaPorta,DET,TE,87.6,7,88,-76,66.41,59.24211636071694,87.6,vet,3,,11.8916,2.3333,10.353369451689588,6.695175531217138,,11.993668949471097,0.6417555115226373,10.904432067629305,,,,10.904432067629305,10.904432067629305,,,,,4.2966657977701,theta_star,10.904432067629305,0.0,10.904432067629305,0.0,10.904432067629305,1.46571924285828,9.786079490785122,1.1183525768441829,54.0,0.778,3.75,0.4629629629629629,True,7.025,3.725,top70,-3.2750000000000004,0.7908525768441828,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,sam laporta,88.0,81.9090909090909,88
84,Jaxson Dart,NYG,QB,104.3,12,106,22,75.7,69.67356531621753,104.3,soph,1,,20.1317,1.0,17.634423450195044,17.020112734744988,,49.5820100337899,0.744450896949701,18.272600232566244,,,,18.272600232566244,18.272600232566244,,,,,12.670638191565931,theta_star,18.272600232566244,0.0,18.272600232566244,0.0,18.272600232566244,2.517005978495674,15.166228061514008,3.1063721710522376,18.0,0.778,0.005,0.3888888888888889,False,14.445,10.6175,top70,0.0,3.1063721710522376,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jaxson dart,106.0,82.0,89
85,Patrick Mahomes,KC,QB,96.2,11,99,14,108.91,95.29858764645076,96.2,vet,9,,19.7244,2.9883,17.634423450195044,8.540768288565792,,16.0307538816741,0.6524119169584841,18.36087439274347,,,,18.36087439274347,18.36087439274347,,,,,5.5720990114414395,theta_star,18.36087439274347,0.0,18.36087439274347,0.0,18.36087439274347,1.6691463404149798,15.166228061514008,3.194646331229462,54.0,0.852,12.955,0.1851851851851851,True,14.445,10.6175,top70,-1.4900000000000002,3.045646331229462,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,patrick mahomes,99.0,83.0,90
86,Kenny Gainwell,TB,RB,89.6,34,93,7,123.26,100.27302497070912,89.6,vet,5,77.0,9.188789714396924,2.8181818181818183,9.4762971493062,11.74653700580229,39.64076972639763,14.06607958033464,0.5449304038355045,9.345461257007749,27.468856947296377,-0.0800285041379807,8.94614072765534,9.23503908060153,9.23503908060153,,,,,6.40104515424054,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.7890004407825812,7.4745791409013185,3.401718008404882,54.0,0.926,2.3,0.7222222222222222,True,6.075,6.0,top70,-3.775,3.024218008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,kenny gainwell,93.0,84.0,91
87,Michael Wilson,ARI,WR,87.8,41,89,2,106.29,95.29858764645076,87.8,vet,3,45.0,11.0447963800905,2.3333333333333335,11.063778356464836,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,11.05678612337821,26.521560574948666,-0.0310078276781142,11.006688529080009,11.042748650596604,11.042748650596604,,,,,6.810573101316178,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,1.84534185197705,7.920755406757527,3.143022949707309,54.0,0.852,2.575,0.5740740740740741,True,4.65,4.6875,top70,-2.075,2.9355229497073085,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,michael wilson,89.0,85.0,92
88,Jordan Addison,MIN,WR,102.8,49,105,17,123.58,100.27302497070912,102.8,vet,3,43.0,11.861607142857142,2.3333333333333335,10.82380934425052,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,11.20609430560243,24.594113620807665,0.0486335465158371,12.458124052588811,11.425828288550465,11.425828288550465,,,,,6.810573101316178,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.84534185197705,7.920755406757527,2.9030539374929933,54.0,0.852,4.3,0.4074074074074074,True,4.65,4.6875,top70,-0.3500000000000005,2.868053937492993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jordan addison,105.0,86.0,93
89,Aaron Jones Sr.,MIN,RB,89.4,33,92,3,123.48,100.27302497070912,89.4,vet,9,123.0,11.96022389030332,2.9883040935672516,9.4762971493062,11.74653700580229,39.64076972639763,13.265306503354196,0.5303610067165963,10.642846003337812,31.74811772758385,-0.1007028005324428,10.34765374667612,9.885520184485864,9.885520184485864,,,,,6.229905191831054,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.764922830017088,7.4745791409013185,3.401718008404882,54.0,0.741,0.575,0.4074074074074074,True,6.075,6.0,top70,-5.5,2.851718008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,aaron jones sr,92.0,87.0,94
90,Deebo Samuel Sr.,SF,WR,97.7,47,100,10,136.19,119.44739385910852,97.7,vet,7,91.0,12.921640218049667,2.953488372093023,10.82380934425052,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,11.714730506056728,30.628336755646817,-0.0821456739581176,11.826545333431085,11.249658121491452,11.249658121491452,,,,,6.203253256747046,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.7611435570030975,7.920755406757527,2.9030539374929933,54.0,0.852,4.125,0.4629629629629629,True,4.65,4.6875,top70,-0.5250000000000004,2.850553937492993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,deebo samuel sr,100.0,88.0,95
91,J.K. Dobbins,DEN,RB,91.4,35,95,4,124.82,100.27302497070912,91.4,vet,5,47.0,12.334014291719209,2.734019103600294,9.4762971493062,11.74653700580229,39.64076972639763,14.499082934057288,0.5524381960601865,10.755302188714296,27.707049965776864,-0.0856087226240839,10.836520653265492,10.085081234499556,10.085081234499556,,,,,6.489235713439642,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.8012822812429543,7.4745791409013185,3.401718008404882,54.0,0.444,0.0,0.5925925925925926,True,6.075,6.0,top70,-6.075,2.794218008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jk dobbins,95.0,89.0,96
93,Jacory Croskey-Merritt,WAS,RB,113.3,39,116,23,142.15,119.44739385910852,113.3,soph,1,17.0,8.25294117647059,1.0,8.801446416016189,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,8.658207732616603,25.388090349075977,-0.0173218791323381,9.407248504562112,8.959647810110301,8.959647810110301,,,,,11.442449765890135,pi_market (market-anchored),8.801446416016189,0.0,8.801446416016189,1.4,10.20144641601619,2.391908209556769,7.4745791409013185,2.726867275114871,18.0,0.944,2.925,0.6666666666666666,False,6.075,6.0,top70,0.0,2.726867275114871,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jacory croskey-merritt,116.0,90.0,97
92,Jonathon Brooks,CAR,RB,112.2,38,115,23,129.66,112.20000000000005,112.2,vet,1,2.0,3.9,1.0,8.801446416016189,11.74653700580229,39.64076972639763,39.64076972639763,0.7714117015896892,7.681033120029732,23.11567419575633,0.0638549838260445,8.022618543944834,8.623415477984874,8.623415477984874,,,,,9.061416099432195,pi_market (market-anchored),8.801446416016189,0.0,8.801446416016189,1.4,10.20144641601619,2.128545994268411,7.4745791409013185,2.726867275114871,18.0,0.167,0.0,1.0,False,6.075,6.0,top70,0.0,2.726867275114871,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jonathon brooks,115.0,90.0,98
94,Jayden Reed,GB,WR,92.5,45,97,3,140.82,119.44739385910852,92.5,vet,3,37.0,11.0,2.3333333333333335,11.063778356464836,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,11.040284852654183,26.34360027378508,-0.0249453094974622,11.039135223037364,11.054700769942144,11.054700769942144,,,,,6.810573101316178,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,1.84534185197705,7.920755406757527,3.143022949707309,54.0,0.704,0.0,0.5185185185185185,True,4.65,4.6875,top70,-4.65,2.6780229497073087,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jayden reed,97.0,92.0,99
95,Chris Godwin Jr.,TB,WR,88.1,42,90,-5,147.64,119.44739385910852,88.1,vet,9,115.0,13.492600492251697,2.9883040935672516,11.063778356464836,10.782394134943546,43.140579588937385,14.436475752853802,0.5724473704445884,12.102227647342898,30.510609171800137,-0.0797102583860643,12.26923845932204,11.579175993265572,11.579175993265572,,,,,6.172353169645584,pi_market (market-anchored),11.063778356464836,-1.7763568394002505e-15,11.063778356464834,0.0,11.063778356464834,1.756751714051474,7.920755406757527,3.143022949707307,54.0,0.611,0.0,0.5185185185185185,True,4.65,4.6875,top70,-4.65,2.678022949707307,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,chris godwin,91.0,93.0,100
96,Khalil Shakir,BUF,WR,101.1,48,104,8,136.94,119.44739385910852,101.1,vet,4,47.0,10.499047619047618,2.6470588235294117,10.82380934425052,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,10.69449930551404,26.576317590691307,-0.0326755329637472,10.59063502434217,10.730966567532102,10.730966567532102,,,,,6.489179463816703,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.8012744743398634,7.920755406757527,2.9030539374929933,54.0,0.87,2.2,0.4814814814814814,True,4.65,4.6875,top70,-2.45,2.6580539374929932,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,khalil shakir,104.0,94.0,101
127,Travis Kelce,KC,TE,99.6,8,102,-25,101.97,88.557584133917,99.6,vet,12,,12.8195,2.9985,10.353369451689588,6.695175531217138,,9.3329423911292,0.5822856081010764,11.38350767402043,,,,11.38350767402043,11.38350767402043,,,,,3.8985043555382206,theta_star,11.38350767402043,1.7763568394002505e-15,11.383507674020432,0.0,11.383507674020432,1.396156215388919,9.786079490785122,1.5974281832353103,54.0,0.889,5.875,0.3518518518518518,True,7.025,3.725,top70,-1.1500000000000004,1.4824281832353103,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,travis kelce,102.0,94.76190476190476,102
97,Dak Prescott,DAL,QB,67.3,5,69,-28,87.96,73.52284750866616,67.3,vet,10,,17.7767,2.9941,19.516798543728473,8.540768288565792,,15.999700018238109,0.6519720739722866,18.91119565647081,,,,18.91119565647081,18.91119565647081,,,,,5.568342414412976,theta_star,18.91119565647081,3.552713678800501e-15,18.911195656470813,0.0,18.911195656470813,1.6685835931131794,15.166228061514008,3.7449675949568064,54.0,0.778,3.495,0.3518518518518518,True,14.445,10.6175,top70,-10.95,2.6499675949568067,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,dak prescott,69.0,95.0,103
98,Xavier Worthy,KC,WR,104.4,50,107,9,137.09,119.44739385910852,104.4,vet,2,29.0,9.535897435897436,1.8,10.82380934425052,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,10.424182856243869,23.34839151266256,0.0778993900419299,11.07584692574339,10.902014144504664,10.902014144504664,,,,,7.436722530772208,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.9283052832438392,7.920755406757527,2.9030539374929933,36.0,0.833,1.6,0.5,True,4.65,4.6875,top70,-3.0500000000000003,2.598053937492993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,xavier worthy,107.0,96.0,104
99,Joe Burrow,CIN,QB,57.8,4,58,-41,60.01,51.063132301542794,57.8,vet,6,,18.2664,2.9077,19.516798543728473,8.540768288565792,,16.47511841820226,0.6585862260778834,19.089895258007417,,,,19.089895258007417,19.089895258007417,,,,,5.624832354972209,theta_star,19.089895258007417,0.0,19.089895258007417,0.0,19.089895258007417,1.6770259918934185,15.166228061514008,3.92366719649341,54.0,0.648,0.0,0.4259259259259259,True,14.445,10.6175,top70,-14.445,2.47916719649341,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,joe burrow,58.0,97.0,105
100,Bo Nix,DEN,QB,119.7,16,120,20,91.22,79.10274419252515,119.7,vet,2,,18.1741,1.8,17.614257741334594,8.540768288565792,,26.61372323589262,0.7570504388429674,17.750271172394516,,,,17.750271172394516,17.750271172394516,,,,,6.465792380914832,theta_star,17.750271172394516,0.0,17.750271172394516,0.0,17.750271172394516,1.7980256367631178,15.166228061514008,2.5840431108805095,36.0,0.944,12.49,0.1388888888888889,True,14.445,10.6175,top70,-1.955,2.3885431108805095,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,bo nix,120.0,98.0,106
102,Theo Wease Jr.,MIA,WR,136.5,63,134,32,,,136.5,soph,1,2.0,6.300000000000001,1.0,10.169649826735766,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,9.429963523243371,25.1854893908282,0.0272387866611531,8.170950910951424,9.787597114214776,9.787597114214776,,,,,7.594752425403894,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.9486857655101677,7.920755406757527,2.248894419978239,18.0,0.167,0.0,0.9444444444444444,False,4.65,4.6875,top70,0.0,2.248894419978239,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,theo wease,134.0,99.0,107
101,Makai Lemon,PHI,WR,106.4,51,110,9,117.84,100.27302497070912,106.4,rookie,0,0.0,,0.0,10.169649826735766,11.422710913543565,36.420213460414466,inf,1.0,10.169649826735766,22.247775496235455,0.0984292146361083,,10.169649826735766,10.169649826735766,,,,,11.422710913543565,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,2.3898442327423313,7.920755406757527,2.248894419978239,,,,,False,4.65,4.6875,top70,0.0,2.248894419978239,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,makai lemon,110.0,99.0,108
103,Jayden Higgins,HOU,WR,135.6,61,132,29,159.3,135.59999999999994,135.6,soph,1,12.0,9.333333333333334,1.0,10.169649826735766,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,10.009787337039535,23.71252566735113,0.0703778104428004,10.84727021156722,10.299177442946425,10.299177442946425,,,,,7.594752425403894,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.9486857655101677,7.920755406757527,2.248894419978239,18.0,0.944,1.8,0.5555555555555556,False,4.65,4.6875,top70,0.0,2.248894419978239,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jayden higgins,132.0,99.0,109
104,KC Concepcion,CLE,WR,129.2,58,128,24,150.64,135.10610400190234,129.2,rookie,0,0.0,,0.0,10.169649826735766,11.422710913543565,36.420213460414466,inf,1.0,10.169649826735766,21.93566050650239,0.0964228440312605,,10.169649826735766,10.169649826735766,,,,,11.422710913543565,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,2.3898442327423313,7.920755406757527,2.248894419978239,,,,,False,4.65,4.6875,top70,0.0,2.248894419978239,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,kc concepcion,128.0,99.0,110
105,Matthew Golden,GB,WR,119.9,56,121,16,107.19,95.29858764645076,119.9,soph,1,12.0,5.8,1.0,10.169649826735766,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,9.334388169320926,23.085557837097877,0.0831131264133162,8.406419967133779,9.8326071909796,9.8326071909796,,,,,7.594752425403894,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.9486857655101677,7.920755406757527,2.248894419978239,18.0,0.778,0.1,0.7777777777777778,False,4.65,4.6875,top70,0.0,2.248894419978239,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,matthew golden,121.0,99.0,111
