gsis_id,player,pos,team,adp,adp_rank_pos,board_value,window,seasons_in_window,n_seasons,n_games,n_games_played,n_seasons_partial,share_games_partial,partial_flag,thin_flag,no_nfl_rows,mean,sd,sigma_W,cv,cv_sd,min,p10,p25,median,p75,p90,max,iqr,mad,skew,boom_thresh,bust_thresh,k_boom,k_bust,boom_raw,boom_eb,boom_eb_pop,bust_raw,bust_eb,bust_eb_pop,eb_boom_prior_n,eb_bust_prior_n,eb_degenerate,adv_games,adv_target_share,adv_air_yards_share,adv_adot,adv_adot_nflverse,adv_yac_per_rec,adv_rz_target_share,adv_snap_share,adv_targets_pg,adv_wopr,adv_catch_rate,adv_separation,adv_deep_target_rate,adv_carry_share,adv_touches_pg,adv_ybc_per_att,adv_yac_per_att,adv_box8_rate,adv_ryoe_per_att,adv_gl5_carries_pg,adv_goal_to_go_pg,adv_explosive_run_rate,adv_attempts_pg,adv_epa_per_dropback,adv_cpoe,adv_rush_share_of_ppr,adv_designed_rushes_pg,adv_aggressiveness,adv_sack_rate
00-0036970,Kyle Pitts,TE,ATL,78.5,5,10.353369451689588,season_2024,2024,1,16,17,0,0.0,False,False,False,8.06875,6.882607911734233,6.882607911734235,0.852995558386892,0.8529955583868918,0.0,0.85,2.275,7.35,12.075,15.100000000000001,25.1,9.799999999999999,7.709519999999999,0.9390298839254797,11.1,3.4,5.0,5.0,0.3125,0.343152951644939,0.2962022484306722,0.3125,0.18887791000684026,0.28073366302752323,12.768771287002743,22.496752312743098,False,51.0,0.1800766283524904,0.1942069178029427,8.991489361702127,8.939716312056738,4.261170212765957,0.1063829787234042,0.7111902641733452,5.529411764705882,0.4060597849907955,0.6666666666666666,3.1574009914668086,0.0921985815602836,,,,,,,,,,,,,,,,
00-0036970,Kyle Pitts,TE,ATL,78.5,5,10.353369451689588,season_2023,2023,1,17,17,0,0.0,False,False,False,8.076470588235294,4.304580323876636,4.304580323876636,0.5329778988048275,0.5329778988048275,1.5,3.86,4.7,6.7,9.6,14.46,15.7,4.8999999999999995,3.7064999999999997,0.5478457305815015,11.1,3.4,4.0,1.0,0.23529411764705882,0.3065431616716693,0.24061034036430093,0.058823529411764705,0.07828066755857196,0.1053510604466416,14.646725799723814,10.344924553616577,False,51.0,0.1800766283524904,0.1942069178029427,8.991489361702127,8.939716312056738,4.261170212765957,0.1063829787234042,0.7111902641733452,5.529411764705882,0.4060597849907955,0.6666666666666666,3.1574009914668086,0.0921985815602836,,,,,,,,,,,,,,,,
00-0036970,Kyle Pitts,TE,ATL,78.5,5,10.353369451689588,season_2022,2022,1,10,10,1,1.0,True,False,False,7.56,5.294273636046151,5.29427363604615,0.7003007455087501,0.7003007455087502,3.5,3.86,3.9,4.75,10.0,14.229999999999997,19.0,6.1,1.55673,1.4109178592780363,11.1,3.4,2.0,0.0,0.2,0.2998394397853635,0.22915031055967278,0.0,0.08383912780496511,0.1160693002458942,13.563031367628554,17.984809267594354,False,51.0,0.1800766283524904,0.1942069178029427,8.991489361702127,8.939716312056738,4.261170212765957,0.1063829787234042,0.7111902641733452,5.529411764705882,0.4060597849907955,0.6666666666666666,3.1574009914668086,0.0921985815602836,,,,,,,,,,,,,,,,
00-0036970,Kyle Pitts,TE,ATL,78.5,5,10.353369451689588,season_2021,2021,1,17,17,0,0.0,False,False,False,10.38823529411765,6.53556446997323,6.53556446997323,0.629131347619167,0.629131347619167,2.8,4.08,5.9,9.0,11.7,19.040000000000003,26.9,5.799999999999999,4.59606,1.4256943524352088,11.1,3.4,5.0,2.0,0.29411764705882354,0.45523134728946396,0.278995170698668,0.11764705882352941,0.07301682756217612,0.17453969656060983,35.02125319715135,67674.796363782,True,51.0,0.1800766283524904,0.1942069178029427,8.991489361702127,8.939716312056738,4.261170212765957,0.1063829787234042,0.7111902641733452,5.529411764705882,0.4060597849907955,0.6666666666666666,3.1574009914668086,0.0921985815602836,,,,,,,,,,,,,,,,
00-0040663,Harold Fannin Jr.,TE,CLE,81.5,6,10.353369451689588,career,2025,1,16,16,0,0.0,False,False,False,11.65,5.72910696938595,5.72910696938595,0.49176883857390125,0.49176883857390125,4.5,5.05,8.2,11.15,13.975,18.95,25.4,5.775,4.67019,0.9517901686572388,11.1,3.4,8.0,0.0,0.5,0.4427876575761401,0.38948824602806975,0.0,0.06604462807639269,0.1226868878237301,25.809561217012078,31.063196675584045,False,16.0,0.2049808429118774,0.170673712021136,6.0,6.037383177570093,4.9,0.0934579439252336,0.7623666343355965,6.6875,0.4463553806291012,0.6728971962616822,2.94057543117714,0.0654205607476635,,,,,,,,,,,,,,,,
00-0040663,Harold Fannin Jr.,TE,CLE,81.5,6,10.353369451689588,last3,2025,1,16,16,0,0.0,False,False,False,11.65,5.72910696938595,5.72910696938595,0.49176883857390125,0.49176883857390125,4.5,5.05,8.2,11.15,13.975,18.95,25.4,5.775,4.67019,0.9517901686572388,11.1,3.4,8.0,0.0,0.5,0.4400965384940405,0.41276591664548656,0.0,0.0682172499733022,0.10342871529331554,24.98739355899621,46.512528365594676,False,16.0,0.2049808429118774,0.170673712021136,6.0,6.037383177570093,4.9,0.0934579439252336,0.7623666343355965,6.6875,0.4463553806291012,0.6728971962616822,2.94057543117714,0.0654205607476635,,,,,,,,,,,,,,,,
00-0040663,Harold Fannin Jr.,TE,CLE,81.5,6,10.353369451689588,recent,2025,1,16,16,0,0.0,False,False,False,11.65,5.72910696938595,5.72910696938595,0.49176883857390125,0.49176883857390125,4.5,5.05,8.2,11.15,13.975,18.95,25.4,5.775,4.67019,0.9517901686572388,11.1,3.4,8.0,0.0,0.5,0.44704684817829377,0.4218331199561915,0.0,0.05739621880447823,0.08399804406132734,26.570118015242304,36.621925098984605,False,16.0,0.2049808429118774,0.170673712021136,6.0,6.037383177570093,4.9,0.0934579439252336,0.7623666343355965,6.6875,0.4463553806291012,0.6728971962616822,2.94057543117714,0.0654205607476635,,,,,,,,,,,,,,,,
00-0040663,Harold Fannin Jr.,TE,CLE,81.5,6,10.353369451689588,season_2025,2025,1,16,16,0,0.0,False,False,False,11.65,5.72910696938595,5.72910696938595,0.49176883857390125,0.49176883857390125,4.5,5.05,8.2,11.15,13.975,18.95,25.4,5.775,4.67019,0.9517901686572388,11.1,3.4,8.0,0.0,0.5,0.44704684817829377,0.4218331199561915,0.0,0.05739621880447823,0.08399804406132734,26.570118015242304,36.621925098984605,False,16.0,0.2049808429118774,0.170673712021136,6.0,6.037383177570093,4.9,0.0934579439252336,0.7623666343355965,6.6875,0.4463553806291012,0.6728971962616822,2.94057543117714,0.0654205607476635,,,,,,,,,,,,,,,,
00-0039065,Sam LaPorta,TE,DET,87.6,7,10.353369451689588,career,2023|2024|2025,3,41,42,1,0.21428571428571427,True,False,False,12.404878048780489,6.702646910717892,6.707528129537075,0.5407169746579238,0.5403234827751348,3.3,4.8,6.9,11.2,16.8,20.2,29.0,9.9,7.857780000000001,0.6533898526511752,11.1,3.4,21.0,1.0,0.5121951219512195,0.471680356846031,0.45500744733458764,0.024390243902439025,0.05700928504490012,0.08363438365725791,25.809561217012078,31.063196675584045,False,42.0,0.1530984204131227,0.1510835913312693,6.794841269841269,6.777777777777778,5.264516129032258,0.1666666666666666,0.8548100816471423,6.0,0.4162545823982853,0.7380952380952381,3.4310617954857103,0.0674603174603174,,,,,,,,,,,,,,,,
00-0039065,Sam LaPorta,TE,DET,87.6,7,10.353369451689588,last3,2023|2024|2025,3,41,42,1,0.21428571428571427,True,False,False,12.404878048780489,6.702646910717892,6.707528129537075,0.5407169746579238,0.5403234827751348,3.3,4.8,6.9,11.2,16.8,20.2,29.0,9.9,7.857780000000001,0.6533898526511752,11.1,3.4,21.0,1.0,0.5121951219512195,0.47036878338674165,0.46858931046532676,0.024390243902439025,0.060156332725139434,0.07352111714271972,24.98739355899621,46.512528365594676,False,42.0,0.1530984204131227,0.1510835913312693,6.794841269841269,6.777777777777778,5.264516129032258,0.1666666666666666,0.8548100816471423,6.0,0.4162545823982853,0.7380952380952381,3.4310617954857103,0.0674603174603174,,,,,,,,,,,,,,,,
00-0039065,Sam LaPorta,TE,DET,87.6,7,10.353369451689588,recent,2025,1,9,9,1,1.0,True,False,False,11.877777777777778,6.454219119649133,6.454219119649133,0.5433860811678409,0.5433860811678409,4.5,5.38,6.9,10.3,16.5,20.5,21.7,9.6,6.968220000000001,0.45359406495096843,11.1,3.4,4.0,0.0,0.4444444444444444,0.42256922169477046,0.3644117150090842,0.0,0.06620280753916295,0.10903792158269836,26.570118015242304,36.621925098984605,False,42.0,0.1530984204131227,0.1510835913312693,6.794841269841269,6.777777777777778,5.264516129032258,0.1666666666666666,0.8548100816471423,6.0,0.4162545823982853,0.7380952380952381,3.4310617954857103,0.0674603174603174,,,,,,,,,,,,,,,,
00-0039065,Sam LaPorta,TE,DET,87.6,7,10.353369451689588,season_2025,2025,1,9,9,1,1.0,True,False,False,11.877777777777778,6.454219119649133,6.454219119649133,0.5433860811678409,0.5433860811678409,4.5,5.38,6.9,10.3,16.5,20.5,21.7,9.6,6.968220000000001,0.45359406495096843,11.1,3.4,4.0,0.0,0.4444444444444444,0.42256922169477046,0.3644117150090842,0.0,0.06620280753916295,0.10903792158269836,26.570118015242304,36.621925098984605,False,42.0,0.1530984204131227,0.1510835913312693,6.794841269841269,6.777777777777778,5.264516129032258,0.1666666666666666,0.8548100816471423,6.0,0.4162545823982853,0.7380952380952381,3.4310617954857103,0.0674603174603174,,,,,,,,,,,,,,,,
00-0039065,Sam LaPorta,TE,DET,87.6,7,10.353369451689588,season_2024,2024,1,15,16,0,0.0,False,False,False,10.82666666666667,5.520800494062261,5.52080049406226,0.5099261540082135,0.5099261540082136,3.3,4.0200000000000005,5.25,10.4,15.6,17.580000000000002,18.4,10.35,7.709519999999999,-0.04846271053094693,11.1,3.4,7.0,1.0,0.4666666666666667,0.42753381702163856,0.39441050938498146,0.06666666666666667,0.08723918518591846,0.10163664504870867,12.768771287002743,22.496752312743098,False,42.0,0.1530984204131227,0.1510835913312693,6.794841269841269,6.777777777777778,5.264516129032258,0.1666666666666666,0.8548100816471423,6.0,0.4162545823982853,0.7380952380952381,3.4310617954857103,0.0674603174603174,,,,,,,,,,,,,,,,
00-0039065,Sam LaPorta,TE,DET,87.6,7,10.353369451689588,season_2023,2023,1,17,17,0,0.0,False,False,False,14.076470588235294,7.704262571116452,7.704262571116452,0.5473149340116159,0.5473149340116159,4.7,6.0,8.0,11.3,19.7,24.880000000000003,29.0,11.7,6.671700000000001,0.7112641757127768,11.1,3.4,10.0,0.0,0.5882352941176471,0.4961362348373098,0.5124868745140957,0.0,0.04171080984917331,0.06993939365520319,14.646725799723814,10.344924553616577,False,42.0,0.1530984204131227,0.1510835913312693,6.794841269841269,6.777777777777778,5.264516129032258,0.1666666666666666,0.8548100816471423,6.0,0.4162545823982853,0.7380952380952381,3.4310617954857103,0.0674603174603174,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,career,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,12,190,191,0,0.0,False,False,False,15.10978947368421,7.791295302780322,7.381442686535685,0.4885205514869343,0.5156455234766799,1.6,6.0600000000000005,9.425,14.350000000000001,20.475,25.02,41.1,11.05,8.524950000000002,0.6049891371404456,11.1,3.4,123.0,7.0,0.6473684210526316,0.6186600673420132,0.6270600335776086,0.03684210526315789,0.04572570863235647,0.05163605621778491,25.809561217012078,31.063196675584045,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,last3,2023|2024|2025,3,48,48,0,0.0,False,False,False,12.666666666666666,7.239999216331606,7.263127053614709,0.573404767390635,0.5715788854998637,1.6,4.340000000000001,7.6,12.149999999999999,15.925,22.12,35.9,8.325000000000001,6.301049999999997,0.7578659648909764,11.1,3.4,27.0,4.0,0.5625,0.50746311412352,0.5180201805588293,0.08333333333333333,0.08744272232365134,0.11492945775374462,24.98739355899621,46.512528365594676,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,recent,2025,1,17,17,0,0.0,False,False,False,11.36470588235294,6.405265526938616,6.405265526938616,0.5636103206933566,0.5636103206933566,1.6,3.24,8.4,10.1,14.0,20.220000000000002,24.1,5.6,5.485620000000002,0.3892939672409388,11.1,3.4,8.0,2.0,0.47058823529411764,0.43678644796496635,0.40575504698778525,0.11764705882352941,0.09362400767273553,0.14485828763293962,26.570118015242304,36.621925098984605,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2025,2025,1,17,17,0,0.0,False,False,False,11.36470588235294,6.405265526938616,6.405265526938616,0.5636103206933566,0.5636103206933566,1.6,3.24,8.4,10.1,14.0,20.220000000000002,24.1,5.6,5.485620000000002,0.3892939672409388,11.1,3.4,8.0,2.0,0.47058823529411764,0.43678644796496635,0.40575504698778525,0.11764705882352941,0.09362400767273553,0.14485828763293962,26.570118015242304,36.621925098984605,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2024,2024,1,16,16,0,0.0,False,False,False,12.2125,7.396744779518443,7.396744779518443,0.6056699921816534,0.6056699921816534,1.6,4.25,6.625,10.85,17.1,22.2,25.0,10.475000000000001,7.561259999999999,0.3459771286737798,11.1,3.4,8.0,2.0,0.5,0.447432691995037,0.4192491452381055,0.125,0.11094925837336345,0.14290888759861586,12.768771287002743,22.496752312743098,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2023,2023,1,15,15,0,0.0,False,False,False,14.626666666666667,8.003433786878754,8.003433786878752,0.5471809790482283,0.5471809790482284,4.4,5.88,10.600000000000001,12.6,17.65,22.18,35.9,7.049999999999997,4.744319999999998,1.2873741616039054,11.1,3.4,11.0,0.0,0.7333333333333333,0.563336656331854,0.6133882544409252,0.0,0.0450022625233318,0.07527028624694952,14.646725799723814,10.344924553616577,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2022,2022,1,17,17,0,0.0,False,False,False,18.605882352941176,7.921921372703349,7.921921372703349,0.4257750974895888,0.4257750974895888,7.6,9.98,11.3,17.9,20.6,29.060000000000002,35.5,9.3,9.34038,0.7475234677320495,11.1,3.4,13.0,0.0,0.7647058823529411,0.5910776947357628,0.5801622709882621,0.0,0.06706402149680056,0.09070056905867313,13.563031367628554,17.984809267594354,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2021,2021,1,16,16,0,0.0,False,False,False,16.425,9.202064985643169,9.202064985643169,0.5602474877103908,0.5602474877103908,4.7,5.7,11.625,17.549999999999997,19.075,24.75,41.1,7.449999999999999,6.152789999999995,1.083403915040954,11.1,3.4,12.0,0.0,0.75,0.6013514615579568,0.6238611316289248,0.0,0.07298836012973403,0.11023406270034246,35.02125319715135,67674.796363782,True,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2020,2020,1,15,15,0,0.0,False,False,False,20.850666666666665,6.613055773745347,6.613055773745347,0.3171627976920969,0.3171627976920969,6.1,11.88,16.6,22.8,25.4,27.304000000000002,27.6,8.799999999999997,6.0193559999999975,-1.0665055924828086,11.1,3.4,13.0,0.0,0.8666666666666667,0.6485556460393955,0.6876060795590362,0.0,0.04549113964333073,0.16968963353421257,25.240162242740546,1597.197674418583,True,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2019,2019,1,16,16,0,0.0,False,False,False,15.89375,5.6130168655842585,5.613016865584258,0.35315874891603666,0.3531587489160367,5.4,10.100000000000001,11.600000000000001,15.7,20.725,22.95,25.2,9.125,7.04235,0.020118325728280265,11.1,3.4,12.0,0.0,0.75,0.6941075037521844,0.6234332397527311,0.0,0.03552776085053291,0.09453993549548745,5.918226810506421,7.492151836007881,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2018,2018,1,16,16,0,0.0,False,False,False,18.4125,9.473181443774138,9.473181443774138,0.5144972949775499,0.5144972949775499,1.6,10.5,11.174999999999999,17.2,22.775,29.4,38.8,11.6,8.969729999999998,0.4931727863950068,11.1,3.4,12.0,1.0,0.75,,,0.0625,,,,,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2017,2017,1,14,15,0,0.0,False,False,False,16.6,6.721721391246327,6.721721391246327,0.40492297537628474,0.40492297537628474,6.9,8.21,11.275,15.799999999999999,23.3,25.1,26.3,12.025,8.599079999999997,0.09376428839586662,11.1,3.4,10.0,0.0,0.7142857142857143,,,0.0,,,,,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2016,2016,1,16,16,0,0.0,False,False,False,13.9375,8.209658945413018,8.209658945413018,0.5890338256798578,0.5890338256798578,1.8,5.300000000000001,7.85,13.350000000000001,18.8,22.55,33.0,10.950000000000001,8.524950000000002,0.665196827614705,11.1,3.4,9.0,1.0,0.5625,,,0.0625,,,,,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2015,2015,1,16,16,0,0.0,False,False,False,11.84375,6.415602725647321,6.415602725647321,0.5416867736694307,0.5416867736694307,2.0,5.5,7.550000000000001,11.05,16.075,16.9,28.6,8.524999999999999,6.968220000000001,0.9761463673750624,11.1,3.4,8.0,1.0,0.5,,,0.0625,,,,,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0030506,Travis Kelce,TE,KC,99.6,8,10.353369451689588,season_2014,2014,1,16,16,0,0.0,False,False,False,11.075,5.187099382120994,5.187099382120994,0.46836111802446906,0.46836111802446906,3.9,5.65,7.25,10.1,15.025,16.35,23.3,7.775,4.8184499999999995,0.7524071849394375,11.1,3.4,7.0,0.0,0.4375,,,0.0,,,,,False,48.0,0.2104651162790697,0.1950297571175808,6.619613259668509,6.698895027624309,4.624436090225563,0.1602209944751381,0.8092145949288806,7.541666666666667,0.475645658324899,0.7348066298342542,3.457162793598956,0.0718232044198895,,,,,,,,,,,,,,,,
00-0034351,Dallas Goedert,TE,PHI,105.3,9,10.353369451689588,career,2018|2019|2020|2021|2022|2023|2024|2025,8,99,107,2,0.19626168224299065,True,False,False,10.773737373737372,6.412719914812579,6.403355737815459,0.5943486012035726,0.5952177682040553,0.0,3.9200000000000004,6.8,9.7,13.2,20.34,28.5,6.3999999999999995,5.1891,0.851053804816141,11.1,3.4,40.0,8.0,0.40404040404040403,0.4047186544285511,0.3864499592669591,0.08080808080808081,0.0854067223046376,0.1030082649638612,25.809561217012078,31.063196675584045,False,39.0,0.154228855721393,0.1070257611241217,6.377880184331797,6.317972350230415,5.0236024844720495,0.1566820276497695,0.798592100117325,5.564102564102564,0.3864548388638181,0.7419354838709677,3.1481410735217783,0.0506912442396313,,,,,,,,,,,,,,,,
00-0034351,Dallas Goedert,TE,PHI,105.3,9,10.353369451689588,last3,2023|2024|2025,3,37,39,1,0.2564102564102564,True,False,False,11.486486486486486,6.606274885884471,6.745721545947849,0.5872745816472246,0.575134519477001,1.4,4.62,7.1,9.8,14.1,21.819999999999993,27.0,7.0,4.447800000000001,1.0174740886656848,11.1,3.4,14.0,1.0,0.3783783783783784,0.38779514102861445,0.3521604347058998,0.02702702702702703,0.06303764090260433,0.07952032262667492,24.98739355899621,46.512528365594676,False,39.0,0.154228855721393,0.1070257611241217,6.377880184331797,6.317972350230415,5.0236024844720495,0.1566820276497695,0.798592100117325,5.564102564102564,0.3864548388638181,0.7419354838709677,3.1481410735217783,0.0506912442396313,,,,,,,,,,,,,,,,
00-0034351,Dallas Goedert,TE,PHI,105.3,9,10.353369451689588,recent,2025,1,15,15,0,0.0,False,False,False,12.340000000000002,7.174140067930491,7.17414006793049,0.5813727769797803,0.5813727769797804,4.0,4.5200000000000005,6.550000000000001,10.9,16.8,22.88,26.0,10.25,9.04386,0.6988576318248366,11.1,3.4,7.0,0.0,0.4666666666666667,0.43374515027070165,0.39797795297165767,0.0,0.058508076192485776,0.0868471742061888,26.570118015242304,36.621925098984605,False,39.0,0.154228855721393,0.1070257611241217,6.377880184331797,6.317972350230415,5.0236024844720495,0.1566820276497695,0.798592100117325,5.564102564102564,0.3864548388638181,0.7419354838709677,3.1481410735217783,0.0506912442396313,,,,,,,,,,,,,,,,
00-0034351,Dallas Goedert,TE,PHI,105.3,9,10.353369451689588,season_2025,2025,1,15,15,0,0.0,False,False,False,12.340000000000002,7.174140067930491,7.17414006793049,0.5813727769797803,0.5813727769797804,4.0,4.5200000000000005,6.550000000000001,10.9,16.8,22.88,26.0,10.25,9.04386,0.6988576318248366,11.1,3.4,7.0,0.0,0.4666666666666667,0.43374515027070165,0.39797795297165767,0.0,0.058508076192485776,0.0868471742061888,26.570118015242304,36.621925098984605,False,39.0,0.154228855721393,0.1070257611241217,6.377880184331797,6.317972350230415,5.0236024844720495,0.1566820276497695,0.798592100117325,5.564102564102564,0.3864548388638181,0.7419354838709677,3.1481410735217783,0.0506912442396313,,,,,,,,,,,,,,,,
00-0034351,Dallas Goedert,TE,PHI,105.3,9,10.353369451689588,season_2024,2024,1,9,10,1,1.0,True,False,False,11.511111111111111,6.345361385383114,6.345361385383114,0.5512379581896528,0.5512379581896528,5.9,6.62,7.1,10.5,12.5,15.96,27.0,5.4,4.0030199999999985,2.1044023620969097,11.1,3.4,3.0,0.0,0.3333333333333333,0.3616230185225599,0.3004261687117457,0.0,0.0721085811111714,0.07521379390589523,12.768771287002743,22.496752312743098,False,39.0,0.154228855721393,0.1070257611241217,6.377880184331797,6.317972350230415,5.0236024844720495,0.1566820276497695,0.798592100117325,5.564102564102564,0.3864548388638181,0.7419354838709677,3.1481410735217783,0.0506912442396313,,,,,,,,,,,,,,,,
00-0034351,Dallas Goedert,TE,PHI,105.3,9,10.353369451689588,season_2023,2023,1,13,14,0,0.0,False,False,False,10.484615384615383,6.483934781936833,6.483934781936833,0.6184237136109967,0.6184237136109967,1.4,5.0,7.1,8.2,14.1,18.1,25.7,7.0,1.779119999999999,1.143423159848112,11.1,3.4,4.0,1.0,0.3076923076923077,0.35089462142749056,0.2938755919760859,0.07692307692307693,0.09169354749806952,0.12273623974730413,14.646725799723814,10.344924553616577,False,39.0,0.154228855721393,0.1070257611241217,6.377880184331797,6.317972350230415,5.0236024844720495,0.1566820276497695,0.798592100117325,5.564102564102564,0.3864548388638181,0.7419354838709677,3.1481410735217783,0.0506912442396313,,,,,,,,,,,,,,,,
00-0034351,Dallas Goedert,TE,PHI,105.3,9,10.353369451689588,season_2022,2022,1,12,12,0,0.0,False,False,False,11.766666666666666,5.045490035365217,5.0454900353652175,0.42879518714151993,0.4287951871415199,4.2,7.65,9.225000000000001,11.1,12.6,17.07,24.0,3.3749999999999982,2.8910699999999987,1.244283726028467,11.1,3.4,6.0,0.0,0.5,0.4328565718902526,0.3918511430198089,0.0,0.07824702101137126,0.10748017280872463,13.563031367628554,17.984809267594354,False,39.0,0.154228855721393,0.1070257611241217,6.377880184331797,6.317972350230415,5.0236024844720495,0.1566820276497695,0.798592100117325,5.564102564102564,0.3864548388638181,0.7419354838709677,3.1481410735217783,0.0506912442396313,,,,,,,,,,,,,,,,
00-0034351,Dallas Goedert,TE,PHI,105.3,9,10.353369451689588,season_2021,2021,1,15,15,0,0.0,False,False,False,11.0,7.2047603310985595,7.2047603310985595,0.6549782119180508,0.6549782119180508,1.0,4.5600000000000005,4.8,11.2,13.7,18.939999999999998,28.5,8.899999999999999,8.006040000000002,0.96504046366002,11.1,3.4,8.0,1.0,0.5333333333333333,0.5334073713719958,0.4559503039168368,0.06666666666666667,0.0730042116822245,0.15077241311806414,35.02125319715135,67674.796363782,True,39.0,0.154228855721393,0.1070257611241217,6.377880184331797,6.317972350230415,5.0236024844720495,0.1566820276497695,0.798592100117325,5.564102564102564,0.3864548388638181,0.7419354838709677,3.1481410735217783,0.0506912442396313,,,,,,,,,,,,,,,,
